Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.057803209,-2.510207337,10.1702793,13.19956132,-6.672586122,7.584250969,0.905215289,8.513271895,5.4162486,5.949009646,4.80045027,-0.386207893,1.124776924,-0.440998705,3.338291361,7.844926709,2.540998108,6.023973598,-2.077209079,-14.81184302,-0.939076379,-4.043833852,-7.892871425,-6.633760715,0.412195775,-0.638542802,-3.990230672,-2.478386538,-0.700957512,-4.599496549,-3.499720758,-3.748296893,-3.645999228,-2.592779891,3.622757144,4.310778203,0.551600567,1.842875672,-1.191299427,-4.580540605,-2.24521492,-3.827639325,-3.42246201,-0.857498876,-0.407002578,-0.651437208,-0.444884353,0.271158496,0.916728923,-0.336444149,-6.641118189,8.042352489,6.225706887,6.10311564,6.13206803,4.495214422,4.658872542,4.196583368,3.557735162,
Cameroon,CMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.885916072,0.871221966,1.498252832,1.254713971,-0.280175613,2.201523604,-13.0101381,3.791283927,2.332544319,0.519890488,0.851592621,0.019732686,2.582121525,7.763364531,8.20279497,-8.125844708,10.5219553,18.49477502,2.936251244,-4.874457731,13.56397193,4.252286718,3.59321037,4.155483821,4.704941149,3.436946171,-5.206739923,-10.68958776,-4.82988739,-8.929583562,-6.644308821,-5.903137892,-10.5414342,-0.70795213,0.66238032,1.591047301,2.490315478,1.810065677,1.608742018,0.874400224,1.649184953,1.505406234,1.808362978,3.944548056,-0.706775436,0.674389717,2.064855524,0.680831686,-0.575806015,0.619379565,1.314427049,1.7265535,2.577710656,3.061836081,2.855766469,1.901024374,0.853486026,1.379271401,1.074649585,
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.07157186,18.15208387,2.525515474,-4.991214446,-1.712514963,3.83342286,-3.768775535,1.380136866,6.261657006,-2.992886318,3.154217146,-2.4913941,5.300138768,0.391995389,-7.559773276,-7.949056487,-2.100774326,-8.027772017,-2.33744566,-0.500864841,-0.228701129,-2.888906059,-1.039556153,2.946655373,-2.092682777,1.977978132,-0.075640192,-2.363373868,-4.278346779,-9.665218755,-11.72688166,-13.91774432,-16.77264939,-7.331029036,-2.505009583,-3.757037496,-7.921183301,-3.867579026,-6.500060777,-9.255084665,-4.774091088,-0.03120251,2.387603432,3.433175672,2.808811976,1.984891599,2.849852328,2.783842465,-0.500573021,3.598840323,3.366411993,3.571790138,4.927562523,5.895886034,3.442604598,-0.907723407,0.401471108,2.461092671,1.110159506,
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.76815286,2.632165649,-6.427172047,1.167851326,0.980896804,-1.322179278,-0.626498056,4.693733435,4.565908102,3.363582521,4.675299548,5.480471746,5.084674999,4.746110035,4.604854263,-1.998526437,-11.57164513,3.308263997,6.663305594,14.25770268,14.23382943,20.04080094,2.822648337,3.946722288,-3.942662458,-9.42102988,-2.531163366,-0.976611833,-0.160723885,-1.72438665,-0.376314664,-0.175812696,-3.684348465,-8.094978541,1.097509914,1.360228285,-3.448427755,0.772419705,-5.364719573,4.515335155,0.88258488,1.661059832,-2.043275772,0.424448467,4.415301449,4.45797493,-9.769602821,2.719083069,8.031165539,6.630033181,-0.610668783,7.135116087,-3.130060248,3.400525489,-5.608916716,-12.44245969,-7.053376328,-8.5945483,-5.984789139,
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.853647394,2.173589938,0.140302273,2.982205348,0.556755435,2.210089943,1.206889557,3.044011811,3.32234393,3.549588871,3.437782957,5.218731278,4.367894448,3.437170314,0.082046449,2.41914501,1.855337669,6.070983983,3.059011887,1.814066889,0.059608573,-1.225658712,-0.592211327,1.176474565,0.972877622,3.673550133,3.264831028,2.01343467,1.390993446,2.249847981,0.020215859,2.037211596,3.377171389,3.83884804,3.288937999,0.253052838,1.655222723,-1.109259637,-5.764187128,1.287367824,0.096779498,0.950680914,2.393939659,3.850805348,3.423322226,5.350402516,5.428634847,2.075784094,0.020713246,3.402533132,5.917244264,2.981272873,4.184821897,3.448395232,1.757883717,0.700688638,-0.163409332,0.964597425,1.86865604,
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.667610863,3.344221316,1.967705834,1.286538719,-0.56130116,-1.035291709,-1.301895262,-0.30592556,-6.007331392,2.037009748,-8.13597472,5.403723496,0.065415416,-7.94117251,0.751409144,-3.964908131,1.268329697,-1.357116233,-0.670303406,8.08688541,-0.158002157,-0.117108885,-0.300216019,-0.47240465,0.416533343,0.222132637,-1.58712863,1.530002524,0.744011366,1.325682766,1.613333795,0.733574939,2.014724713,-0.304632305,-1.229462948,0.961267016,1.481452177,1.140509904,-0.23894782,
Cabo Verde,CPV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,6.637004804,0.876185912,7.340767737,1.78107559,6.710303032,1.26705373,2.841230391,4.496448163,3.963971793,-1.325246962,-1.020906828,7.966790829,5.650664604,15.90423022,11.29132806,8.742838039,8.71991571,10.26565253,9.122800312,12.22010348,0.466980654,3.530098304,2.560349908,8.58327412,5.431257082,6.571033819,13.74275181,5.368075749,-2.452938768,0.234534183,2.676298838,-0.194322593,-0.480116296,-0.654704681,-0.239305248,3.443556277,2.476708369,3.325846937,4.482596583,
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.838418647,1.605862163,3.071984945,0.065307207,4.597401281,3.572352943,2.434106329,5.310269778,2.546361663,4.622583332,4.036898425,5.502095385,5.09554018,2.974962729,-0.432553715,2.841710114,6.093103016,3.483970071,2.164249713,-1.925559289,-4.873132074,-9.775463702,0.09939919,5.137097115,-1.946274243,2.774894161,2.055077205,0.774565618,2.951007882,0.883431622,-0.374019134,6.391158419,4.363631918,1.873117216,1.5753824,-1.182172927,3.107113525,4.573324129,1.761908321,1.816916923,1.651020457,1.607948413,2.674939862,2.827713386,2.40819857,5.759250942,6.713682506,3.277983602,-2.232638559,3.653246237,3.052918159,3.569356339,1.102147306,2.365020868,2.51140319,3.149324392,2.798317721,1.644190886,1.110597648,
Caribbean small states,CSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,2.944383723,4.517221286,4.25637702,3.412947498,0.937308942,6.178547875,-1.899361671,-4.208579366,-2.221020259,-0.003493078,2.602484898,4.505641374,3.835636534,1.196724922,-0.181314969,-0.285060243,-3.611563262,-0.277275384,-0.977323393,0.502052686,1.209727535,1.565803506,3.492819571,0.205282173,0.577747444,1.285010752,2.068578716,1.853430747,2.024902687,2.637887338,2.346869731,2.181680882,3.347326674,2.982160189,1.306697761,2.857790002,4.892811697,3.217269245,2.900477961,6.091573903,2.630724077,0.613145772,-4.214320754,0.642654759,0.423363824,0.586492145,0.083165139,-0.212138282,0.29946651,-1.97029211,-0.109484207,1.029964608,0.378387334,
Cuba,CUB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,6.679349255,3.000134697,1.705183367,-0.555484726,8.02201995,4.239011593,7.673205275,5.742028606,0.398417084,-5.415624693,19.09067187,8.464299277,4.978611455,7.38805865,0.930002171,-0.749853754,-3.376989218,2.599734316,-0.340340502,-3.800433427,-11.33324554,-12.09816239,-15.29568313,0.260145812,1.988682989,7.335591217,2.311685315,-0.285090619,5.748295949,5.517238203,2.831639518,1.108003715,3.519772261,5.571395061,11.09089499,12.0691869,7.358672796,4.24794498,1.544039045,2.398351377,2.703145897,2.827934086,2.514299704,0.831466817,4.273260224,0.422178217,1.771793801,2.258589685,,
Curacao,CUW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.007946789,0.274293259,-1.758683522,-1.505339407,-1.858439086,-0.9409622,0.466172919,0.910343817,-1.176897717,-1.176269268,-0.806884969,-0.964264113,-1.912431969,-2.462195476,-1.035883986,-2.030879105,-2.05324118,-1.936545966,-2.012974647,
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123787484,-3.237330853,-9.693163499,-5.033075599,-0.938990272,-0.624585575,-0.366635969,1.109177809,1.373693108,1.845712211,1.780066149,2.84141405,,
Cyprus,CYP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,21.24487234,16.3479758,7.378347628,9.054349603,4.610640152,0.828826187,4.774511459,4.715044666,7.357755273,3.615236622,2.52140639,5.907273388,7.500785644,6.419510629,5.13996947,-1.834742998,6.527835089,-1.702627589,3.732201014,6.415585764,-0.352420715,1.196275637,4.817782078,3.829587866,4.844156273,2.83810542,2.541072117,1.383609772,3.63077652,3.353751857,2.981286661,2.884096529,1.076560389,-4.610654371,-0.618661859,-2.127823532,-4.906824729,-6.335597521,-0.777603675,3.964918172,6.258094725,3.394992041,2.795014333,1.860235753,
Czech Republic,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.40250599,-0.608213656,-0.042053082,2.872143487,6.566133528,4.386832731,-0.411069078,-0.262114936,1.487792085,4.293071465,3.430857546,1.76597432,3.613338965,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.836823962,1.953761769,
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.943650177,3.802476016,4.448017199,0.850760324,-0.496434235,5.400212111,3.581437112,3.098181629,4.104331342,1.198693908,0.376242533,-0.300057816,1.839034184,3.178987194,2.556883607,2.240534998,1.246499686,3.302863722,3.09618,4.351639054,4.345220055,1.151046332,-1.625684284,2.03735421,1.246141876,0.514437285,1.643334273,1.998485321,1.821428031,2.773221251,1.510558261,-0.365628327,-0.755077167,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.219242851,0.964114716,0.280856539,
Djibouti,DJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.226585759,5.893635206,4.917142251,3.730109196,6.731895362,6.149888276,
Dominica,DMA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,9.279860694,-19.09013626,12.84271752,10.8366893,4.552507451,3.272310752,5.088337949,2.321516633,8.059459403,7.330062225,8.776567668,0.493326806,5.873745953,1.411277101,1.784109517,1.748182563,-0.264511287,2.950467015,3.340389654,2.673074939,4.385977652,0.857739737,2.611335244,-0.078583101,-3.073764728,5.95437673,2.637800831,0.361061904,4.467846562,6.238084028,7.072344204,-1.203234816,0.634445711,-0.277015422,-1.127317146,-1.071037328,4.346562989,-2.825077306,2.378153301,-6.996372838,2.05956324,3.29283276,
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.638743553,4.847446966,-0.152610055,8.400119265,3.743684868,1.919198017,4.70161895,4.912387623,5.921884888,0.836281146,2.291699419,3.336615093,3.465614309,-1.581692398,-1.74030563,5.658698172,1.553514127,1.909290198,3.614290364,-0.603929078,-0.63790415,3.760789428,2.666544948,4.220711027,3.96161087,4.763986084,0.127360299,-0.062176179,0.584830839,1.310525163,1.130840198,1.620420852,-0.32195993,4.977347179,2.492248169,2.319405698,2.832664465,1.847613945,2.60794426,3.400684546,0.462534295,0.145880727,0.117358167,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.670273714,2.409078245,
Dominican Republic,DOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.52683853,13.23306948,3.075151737,3.382637784,-15.20442771,10.00165693,0.2376591,-2.698434311,7.707407308,14.90047033,7.816708837,7.416966471,9.914108368,3.259402598,2.525961279,4.075319563,2.424363626,-0.294831857,2.094819999,5.510763173,1.961256215,-0.511344391,2.402101343,-0.859597686,-4.128240284,1.439097357,7.941652321,0.168820387,2.394742317,-7.251603107,-0.956822494,9.150154029,5.39944756,0.767738446,3.853463631,4.198602564,7.112214788,5.025387124,4.30386864,3.079874083,0.942868802,2.981578819,-2.742890771,1.151470004,7.950955385,7.736305248,6.03369407,1.90860341,-0.304633347,7.01675047,1.892348699,1.499963281,3.650787229,5.818809908,5.715425772,5.468635467,3.517924002,5.834559566,3.958570579,
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-15.72771476,-21.64448625,31.01051251,3.164588879,3.421088846,-7.400108345,6.382522339,7.645479795,5.363135831,5.827722631,-13.75983108,23.97503401,1.01240305,4.571411928,2.144133916,5.353883869,2.282720404,6.081413869,4.333521397,-2.218429435,-0.131085591,3.129898534,2.15850168,2.389332946,0.612195642,-2.515587315,-3.506356496,-3.710304865,1.6441765,-1.754072876,-3.601133824,-0.564732607,-4.250993878,-2.9311133,1.836410356,2.290847629,-0.519932999,3.53435133,1.74871664,2.39950644,1.659659532,4.262078601,5.840908374,2.934503756,4.438277124,0.214819131,1.808249405,0.738171149,-0.13466755,1.746776463,0.980204694,1.401796705,0.761674962,1.710449516,1.6004783,1.104567921,-0.750499558,-0.811208544,-1.130692304,
East Asia & Pacific (excluding high income),EAP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-11.12080724,-1.420693035,3.123992975,7.202324383,7.16969043,4.616505816,-3.458833638,0.010054232,7.730851522,9.653859553,3.916652138,2.521116453,5.802617383,2.047657199,4.406971886,1.628761836,6.03568963,7.255651419,5.456681269,5.994163337,4.142191946,4.259609727,5.501845401,7.677704966,5.44999474,5.140074373,6.874720439,7.628321479,4.191013279,3.732362679,6.28156958,9.206786099,9.418566392,9.199507318,8.352491165,7.61283523,5.764260089,0.602297508,4.98982269,6.443457257,5.7172152,6.912074496,7.819143063,8.03685053,8.831194522,9.90961368,11.3237522,7.644047346,6.933518172,8.993658962,7.694625356,6.743260679,6.424618714,6.10136063,5.851727348,5.704957002,5.860513259,5.760915299,5.095209487,
Early-demographic dividend,EAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.948296484,1.812543648,2.844177255,5.700325428,2.866191229,1.549124434,2.902417849,4.543340056,3.702917575,5.909876752,3.379639665,4.378573203,4.963841029,3.866700722,-0.208831503,4.925134794,1.301173512,-1.405018406,0.928023539,-0.647088845,1.152204338,-2.408392847,-2.386855412,-0.514055475,-1.5257024,0.543068712,0.511435445,1.302129792,-0.443681631,3.41592441,2.662078663,1.942559844,1.16891784,0.887463851,0.878002647,3.461631606,2.72856329,0.060287421,-0.282982366,2.623319601,-0.710634889,-0.140774116,3.095680664,4.996476967,4.389926568,4.453531269,4.201242115,1.86073798,-0.903896535,4.555494405,3.432769451,2.744382878,2.830200239,2.559459715,3.193995358,3.410287083,3.331313974,2.173116604,0.876016694,
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.525441959,4.80503861,5.273264921,8.08345106,4.121058784,6.192351501,5.948396425,7.774759343,8.699862548,0.509461532,2.465717286,4.928257443,5.367792423,-1.551388124,1.465668157,2.486468314,3.427711904,4.022971213,4.221875781,2.07926514,3.008360759,2.256911957,2.437463119,4.189149312,3.919693543,2.923575334,4.169539216,5.707397822,3.481898608,3.539829948,2.992472755,2.07841472,1.881361321,3.040997551,3.868615943,3.890986405,2.320987108,-1.148761326,1.996773555,3.925553981,1.782488522,2.762384436,3.456093787,4.392282141,4.292685109,4.775969992,5.739897372,2.806168006,0.695258279,6.350553699,3.914006248,3.986621374,4.060629264,3.480758646,3.494830099,3.384681837,4.050579326,3.550379012,3.157529023,
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.043797301,-5.40205909,-10.98844149,-6.205509644,-11.40495934,-1.843306571,-0.261351126,2.799142821,-1.706381009,2.299791226,8.381906056,2.518388807,5.433844163,6.849773702,8.172931246,7.193051542,7.923195763,7.409838169,3.701884868,-6.42770038,5.003464839,5.655984567,3.32276973,3.34979321,1.458735005,0.17023592,0.891566441,3.342780752,2.41769955,1.207315122,
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.953936797,3.855983342,5.048147145,1.5269882,-1.476404785,3.786236475,2.152205953,2.407996029,2.994231314,0.865260647,-0.149840775,0.345233658,1.340835627,2.062109133,2.153361577,2.148933655,2.426193385,3.555365077,2.94775042,1.822518064,-0.043134623,-1.028490374,-1.202437723,0.815193315,1.964193986,1.601933988,2.764302416,2.462294598,2.796894888,4.166716031,2.163084683,1.507024378,1.570904795,2.942376684,2.460258737,3.650038936,3.305359923,0.610577686,-4.823310881,2.23138723,2.147320728,-0.093094534,0.42335912,1.327272375,1.555557005,1.455614971,2.406545656,1.785474219,1.173782898,
Ecuador,ECU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.189271097,1.973308851,-0.777644496,4.352608771,0.318554416,-3.208670232,1.599300199,-1.035410364,1.652607992,3.807911291,3.263427071,2.045485085,10.75578404,8.128260405,7.940889851,4.506686254,-1.091378379,2.937705526,1.045850179,1.046070933,2.927132726,-1.918593183,-2.823618507,0.085386931,1.382548506,0.944376702,-2.667014061,3.359026676,-1.382839628,1.257248148,1.88592867,-0.207475508,-0.309122933,1.96495055,0.04594147,-0.423772128,2.16057048,1.175564974,-6.604966749,-0.813530425,2.134650214,2.284687206,0.984821248,6.4066799,3.543853785,2.669304909,0.494779993,4.607050249,-1.058188534,1.892927572,6.221051678,4.070252971,3.387280468,2.198941227,-1.507585123,-2.898024887,0.573877117,-0.483387784,-1.612368673,
"Egypt, Arab Rep.",EGY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.343073545,1.119054471,7.61219552,8.598129578,2.19700395,2.340753297,-1.769889527,-4.076472679,2.714025907,3.118065083,1.705618374,0.798473575,1.279696569,-0.626913315,6.562508347,10.76946812,6.551980564,6.138714346,2.094741175,7.36544218,4.710663319,7.157800987,2.420304931,6.907996005,3.020818075,1.963290332,1.058086282,2.681474884,2.260079306,3.1337262,-1.146433103,2.26065492,0.814883396,1.905230101,2.563796065,2.896281178,3.394219504,3.48951432,3.987331989,4.336347588,1.585498112,0.481792714,1.293201932,2.203147324,2.602220204,4.967392881,5.22829914,5.267160095,2.740072921,3.080864616,-0.363937291,-0.012959637,-0.105957426,0.61685323,2.093722196,2.132012009,2.025577858,3.194431298,3.492042607,
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.609917182,5.436245868,5.091616109,4.587658414,4.086130172,4.418128565,4.594893969,4.933190874,6.325485631,5.224588728,3.228382123,4.212864717,5.503399387,2.630554598,-1.263178978,4.559397864,2.672213577,2.713581198,3.418795393,1.716014526,0.130622966,0.441525582,1.178325734,2.197150649,2.116460113,2.253038206,2.260837356,3.965869731,3.658961037,3.109923233,2.149458424,0.923372309,-1.061378927,2.162360548,2.166059788,1.436553542,2.46658656,2.826958869,2.708875495,3.527261571,1.814252454,0.464887214,0.159370311,1.738940467,1.163805359,2.747001166,2.462878625,-0.0688009,-4.809035228,1.896567874,1.908415687,-1.109067496,-0.587521548,1.045959931,1.735825966,1.606272964,2.372955057,1.679294795,1.045685692,
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41617226,22.32497903,3.521384782,9.644745023,7.971851813,1.253533542,-1.371033302,-5.466283031,4.986057196,-1.409294388,-7.143476239,-2.980758192,-1.303165484,-4.075877382,-1.224527498,-11.73427848,1.974014581,0.565915707,7.207605266,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.13876302,3.39592699,6.962193043,6.604025784,4.471068364,-0.539096649,2.217772516,1.785657126,0.490728395,-0.83652825,1.391315587,-0.83988751,0.640409096,1.275514531,1.362897222,1.951329084,2.94527954,5.273762755,4.871692165,4.662815239,3.675767774,2.28532474,0.436115221,-1.543358378,1.896906964,2.304957017,2.23381642,3.268852086,3.961902132,4.067824456,4.776451415,3.214081018,1.290050047,1.136253252,1.35870928,1.915695738,2.357813153,1.704522023,-0.709567924,-4.611871706,-0.297088607,-1.166192626,-3.02242537,-1.111898854,1.687449704,3.915768451,2.94434856,2.732360583,1.982401979,1.345862171,
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483696116,6.409656717,6.49563828,14.34368937,5.337283567,-0.696295761,9.575211205,6.656803754,7.481066568,8.243925794,7.40764515,10.11865781,10.36763369,8.065439465,-4.834112864,-14.26876405,2.924789127,7.770613056,3.494637426,1.707510078,3.257769918,1.778146655,3.157781185,5.371503507,3.992898208,4.631335805,
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-1.84103844,4.97902897,-5.88704488,-13.93729625,6.22913645,10.27626372,-2.702880133,-3.623527063,-0.739172813,-10.36100354,-11.89343511,9.168746611,-0.335844453,2.654456585,8.921425371,0.051801162,-6.254079943,2.162551608,3.059125871,5.227310742,-1.354735345,-4.911302787,10.40753969,8.733083824,7.80874178,8.437269944,7.793024525,5.843997442,9.460597148,8.094849899,5.616582788,7.499864344,7.213187282,7.391451495,6.509676197,6.684502545,4.053894044,5.604510971,
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.108475646,4.088582728,5.351917495,2.466003813,-1.23700296,4.333397457,2.37828145,2.587133328,3.389788165,1.614400028,0.090768715,0.486198776,1.175059293,2.247665454,2.1050342,2.301549775,2.225522777,3.83151553,3.572032346,3.024881472,1.505989574,0.850982939,-0.887770572,2.396769858,2.479469616,1.727385994,2.510046204,2.881083832,2.789278009,3.7790273,2.04958995,0.892463791,0.57248172,2.211009614,1.573256201,3.158900915,2.806563539,0.322701369,-4.551738368,2.067453985,2.013424963,-0.897749164,-0.297803612,1.319411048,2.078049748,1.828508736,2.640891699,1.970494843,1.372205623,
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.206169133,5.159261655,2.563661189,4.091154965,1.860764595,-2.386307354,-5.195258548,1.995607592,4.173907237,8.308509016,3.22191712,-0.528492597,3.053537181,3.416832305,-1.933759905,4.498442499,2.336428773,-2.168344279,1.088895819,-1.062753959,-5.297571148,-4.037017572,-7.260766909,-1.739264009,-0.053077961,1.549139415,1.221214013,1.844165116,-6.300213316,6.917039303,-5.200143151,2.634182652,-1.389530116,-3.205764677,0.148170334,0.607309835,3.457963267,2.458966687,-1.871416482,0.802799366,1.262769472,-2.447760398,-4.990892174,11.17572008,5.022173932,4.904039241,4.152953596,3.220160592,0.490402963,2.002443751,-1.928917502,5.347197538,1.410959771,-1.142532662,-0.43509098,0.582811868,-0.430401234,0.011690294,-0.081424164,
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,5.211438142,2.227824609,7.096153516,6.377978811,2.697457779,1.354025294,0.042351174,-0.040505648,2.624625735,6.848494759,5.061714695,0.884671018,2.532004036,2.503843385,2.687519899,3.117925686,2.422429813,3.28147645,4.9117397,4.708443331,0.224909953,-6.398949439,-3.836533052,-1.141488063,3.515885274,3.819876288,3.327669342,6.018052758,5.17759148,4.137574737,5.553997853,2.37665487,1.460928622,1.76083857,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,3.028111745,1.383023889,1.057789612,
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.017929288,0.063987978,2.792782796,1.560394906,-5.515862466,-2.610389501,10.66263732,5.545888708,0.429765238,10.35193247,4.662681494,5.265849975,9.338063787,0.554806662,-1.42433855,0.824844005,4.003107972,0.010117832,10.02179484,-3.728724504,3.763453568,-8.406685916,-6.372268595,6.074084733,-6.126740494,6.720746776,-7.021793743,0.795578574,7.191904083,5.222190735,-3.60340796,4.8076515,0.710423036,3.638555718,1.202464946,3.602741933,-3.230140557,0.360500699,7.97067675,-2.270037241,1.634194943,3.031386763,0.898637462,5.07030856,0.241116559,1.081580634,-1.837179569,-0.063272142,-2.342098834,2.214559014,2.273244475,1.221403139,4.669003197,5.500152707,4.240470416,2.001811597,4.746093431,3.104794141,-1.16910178,
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.604821524,5.361788907,4.751705736,5.248320942,3.625025392,4.180641162,4.000518717,3.675163806,6.30695564,5.300164274,4.484974465,3.676370054,5.515941031,3.552609232,-1.582715872,3.801231647,2.993830602,3.552398215,3.125232792,1.128671433,0.578958963,1.97439488,0.689992232,0.948118634,1.054117644,1.759947427,1.977449959,4.15343576,3.779990269,2.401704207,0.489757317,1.095403094,-1.058303169,1.978040426,1.738500376,1.054543221,1.974921278,3.207536702,2.890682248,3.214297735,1.24419212,0.402709909,0.111073709,2.075384202,0.899762871,1.737523986,1.792993391,-0.303770515,-3.371737167,1.44701285,1.699630101,-0.171212878,0.059905728,0.479080617,0.754024352,0.829056665,2.076822489,1.638526675,1.366344012,
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.132876482,0.312526794,1.245416858,1.323562137,4.741929609,1.321363693,5.511936492,-2.518577442,5.522637684,-3.890263449,-6.198624669,3.109048873,1.776057276,5.203841492,2.385907246,0.681335902,1.694684574,-2.829274944,2.518765713,0.637724637,-0.964925516,-1.559280683,1.650718861,2.322984722,2.650936845,-2.858424431,-4.970996854,-3.687820874,3.229743778,-0.308259797,1.536144447,-0.839038542,,
