Country Name,ISO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Japan,JPN,4.30E+12,4.12E+12,4.45E+12,4.82E+12,4.76E+12,4.53E+12,4.52E+12,5.04E+12,5.23E+12,5.70E+12,6.16E+12,6.20E+12,5.16E+12,4.85E+12,4.39E+12,4.92E+12,4.87E+12,4.95E+12,5.08E+12
Kazakhstan,KAZ,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.05E+11,1.33E+11,1.15E+11,1.48E+11,1.93E+11,2.08E+11,2.37E+11,2.21E+11,1.84E+11,1.37E+11,1.67E+11,1.79E+11,1.82E+11
Kenya,KEN,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750169,69188755364,78965004656,87778582964,95503088538
Kyrgyz Republic,KGZ,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8454619608
Cambodia,KHM,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787
Kiribati,KIR,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,187276210.9,196737896,194647201.9
St. Kitts and Nevis,KNA,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222,1053244444
"Korea, Rep.",KOR,5.48E+11,6.27E+11,7.03E+11,7.93E+11,9.35E+11,1.05E+12,1.17E+12,1.05E+12,9.44E+11,1.14E+12,1.25E+12,1.28E+12,1.37E+12,1.48E+12,1.47E+12,1.50E+12,1.62E+12,1.72E+12,1.65E+12
Kuwait,KWT,34887512227,38137545245,47876510067,59439090601,80798630137,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11,1.41E+11,1.35E+11
Latin America & Caribbean (excluding high income),LAC,2.04E+12,1.81E+12,1.84E+12,2.12E+12,2.58E+12,3.03E+12,3.59E+12,4.20E+12,3.94E+12,4.91E+12,5.59E+12,5.63E+12,5.76E+12,5.89E+12,5.01E+12,4.87E+12,5.43E+12,5.23E+12,5.15E+12
Lao PDR,LAO,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485,17953786416,18173839147
Lebanon,LBN,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991746,46909335135,48134486625,49939374833,51205122504,53140638269,54961275742,51991634492
Liberia,LBR,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100
Libya,LBY,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650,52607888718,52091152228
St. Lucia,LCA,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407,2065875074,2122450630
Latin America & Caribbean,LCN,2.24E+12,2.01E+12,2.06E+12,2.37E+12,2.86E+12,3.36E+12,3.95E+12,4.60E+12,4.32E+12,5.35E+12,6.09E+12,6.15E+12,6.30E+12,6.43E+12,5.53E+12,5.40E+12,6.00E+12,5.82E+12,5.73E+12
Least developed countries: UN classification,LDC,2.09E+11,2.27E+11,2.57E+11,2.94E+11,3.45E+11,4.02E+11,4.81E+11,5.97E+11,6.01E+11,6.82E+11,7.79E+11,8.26E+11,9.02E+11,9.74E+11,9.66E+11,9.51E+11,1.03E+12,1.07E+12,1.12E+12
Low income,LIC,1.26E+11,1.35E+11,1.47E+11,1.71E+11,2.00E+11,2.34E+11,2.86E+11,3.47E+11,3.58E+11,3.92E+11,4.28E+11,4.50E+11,4.93E+11,5.27E+11,5.34E+11,4.89E+11,5.03E+11,5.18E+11,5.42E+11
Liechtenstein,LIE,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6552858739,6876981286,
Sri Lanka,LKA,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428125558,88425889592,84008783756
Lower middle income,LMC,1.24E+12,1.31E+12,1.49E+12,1.73E+12,2.02E+12,2.38E+12,2.91E+12,3.26E+12,3.29E+12,3.93E+12,4.42E+12,4.67E+12,4.92E+12,5.23E+12,5.18E+12,5.36E+12,5.77E+12,6.01E+12,6.33E+12
Low & middle income,LMY,6.03E+12,6.15E+12,6.92E+12,8.21E+12,9.79E+12,1.16E+13,1.44E+13,1.73E+13,1.69E+13,2.05E+13,2.43E+13,2.59E+13,2.74E+13,2.85E+13,2.71E+13,2.72E+13,2.99E+13,3.18E+13,3.26E+13
Lesotho,LSO,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262753,1758534995,1773199523,2269525779,2622336148,2526185314,2421470018,2499803984,2372280103,2165408359,2405289384,2575892262,2376328637
Late-demographic dividend,LTE,3.52E+12,3.73E+12,4.25E+12,5.11E+12,6.16E+12,7.44E+12,9.37E+12,1.17E+13,1.13E+13,1.35E+13,1.65E+13,1.76E+13,1.90E+13,1.97E+13,1.85E+13,1.85E+13,2.05E+13,2.25E+13,2.29E+13
Lithuania,LTU,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37138464733,43582248870,42943442158,46514471182,48574531942,41418872976,43018087238,47758736932,53722883091,54627411860
Luxembourg,LUX,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64181944723,70919958016,71104919108
Latvia,LVA,8351415939,9545172806,11749456401,14401882399,16959313006,21517445448,31004884421,35756225698,26317286628,23877564356,28619991392,28330632929,30432796306,31329367173,27239653844,28052325862,30458763246,34416012859,34102913582
"Macao SAR, China",MAC,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058,55084050790,53859116536
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,
Morocco,MAR,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11,1.18E+11,1.20E+11
Monaco,MCO,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7188238073,
Moldova,MDA,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11456717193,11968713370
Madagascar,MDG,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137478,9616879921,9982711030,11551821062,11578978053,12423557907,12522959157,11323023787,11848615018,13176313233,13853433948,14114631281
Maldives,MDV,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351594,4109447297,4379115588,4754352301,5299773145,5642179170
Middle East & North Africa,MEA,9.69E+11,9.64E+11,1.09E+12,1.27E+12,1.53E+12,1.79E+12,2.12E+12,2.66E+12,2.37E+12,2.77E+12,3.28E+12,3.58E+12,3.55E+12,3.57E+12,3.14E+12,3.16E+12,3.27E+12,3.57E+12,3.65E+12
Mexico,MEX,7.57E+11,7.72E+11,7.29E+11,7.82E+11,8.77E+11,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.32E+12,1.17E+12,1.08E+12,1.16E+12,1.22E+12,1.27E+12
Marshall Islands,MHL,122824000,131738200,131398500,133806400,141922500,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000,
Middle income,MIC,5.91E+12,6.02E+12,6.78E+12,8.05E+12,9.59E+12,1.14E+13,1.41E+13,1.69E+13,1.66E+13,2.02E+13,2.38E+13,2.55E+13,2.69E+13,2.80E+13,2.65E+13,2.67E+13,2.94E+13,3.13E+13,3.21E+13
North Macedonia,MKD,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382,12683073866,12547040499
Mali,MLI,3465305993,3889758024,4703504467,5444474268,6247496491,6905876385,8145694632,9798741074,10190945007,10689167195,12995074801,12441946098,13242680705,14364859446,13104802016,14025944550,15365627045,17070758732,17279566719
Malta,MLT,4088368962,4470446352,5448415540,6098092512,6416184236,6778324087,7925371459,9090406750,8696366869,9035932178,9638916472,9462238257,10551661220,11626281450,11091434435,11665231192,13146963159,14750790658,14989415684
Myanmar,MMR,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,67822772707,67184236747,68945867478,76168043982,76085852617
Middle East & North Africa (excluding high income),MNA,4.66E+11,4.51E+11,5.09E+11,5.93E+11,6.99E+11,8.12E+11,1.00E+12,1.24E+12,1.20E+12,1.38E+12,1.57E+12,1.73E+12,1.62E+12,1.60E+12,1.44E+12,1.46E+12,1.44E+12,1.52E+12,
Montenegro,MNE,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142931813,4544575152,4087561650,4464502434,4587741791,4053097851,4373958354,4844606146,5504255214,5542577965
Mongolia,MNG,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13108769496,13996719329
Northern Mariana Islands,MNP,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,
Mozambique,MOZ,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104648673,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14845870051,15291448212
Mauritania,MRT,1746064719,1777058593,2051147607,2362501023,2936019526,4008583968,4328063511,5138471610,4725200358,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6758390729,7049169771,7600656944
Mauritius,MUS,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14048430519
Malawi,MWI,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264,6917301909,7666704427
Malaysia,MYS,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,3.01E+11,3.01E+11,3.19E+11,3.59E+11,3.65E+11
North America,NAC,1.13E+13,1.17E+13,1.24E+13,1.32E+13,1.42E+13,1.51E+13,1.59E+13,1.63E+13,1.58E+13,1.66E+13,1.73E+13,1.80E+13,1.86E+13,1.93E+13,1.98E+13,2.03E+13,2.12E+13,2.23E+13,2.32E+13
Namibia,NAM,3476452446,3275669889,4811994025,6480441754,7101514450,7840138006,8729714008,8496492492,8825055228,11268186636,12343501808,13041886316,12011207741,12356482989,11272143473,10665634688,12741746524,13454211344,12366528259
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,
Niger,NER,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9685577941,10355006770,11189541083,12846952857,12911689659
Nigeria,NGA,74030364472,95385819321,1.05E+11,1.36E+11,1.76E+11,2.36E+11,2.76E+11,3.37E+11,2.92E+11,3.61E+11,4.05E+11,4.56E+11,5.09E+11,5.47E+11,4.87E+11,4.05E+11,3.76E+11,3.97E+11,4.48E+11
Nicaragua,NIC,5323146566,5224213018,5322454926,5795568205,6321335612,6763361733,7423367753,8496946608,8298729074,8758639096,9774262742,10532049077,10982938826,11880434071,12756706583,13286083645,13785909906,13063904770,12520915291
Netherlands,NLD,4.31E+11,4.72E+11,5.79E+11,6.57E+11,6.85E+11,7.33E+11,8.47E+11,9.48E+11,8.68E+11,8.47E+11,9.04E+11,8.39E+11,8.77E+11,8.91E+11,7.65E+11,7.84E+11,8.34E+11,9.14E+11,9.07E+11
Norway,NOR,1.74E+11,1.96E+11,2.29E+11,2.65E+11,3.09E+11,3.46E+11,4.01E+11,4.62E+11,3.86E+11,4.29E+11,4.98E+11,5.10E+11,5.23E+11,4.98E+11,3.86E+11,3.69E+11,3.98E+11,4.34E+11,4.03E+11
Nepal,NPL,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29173513476,30641380604
Nauru,NRU,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86779266.16,100087349,109585941.6,124021393.7,118223430.1
New Zealand,NZL,53872425917,66627729311,88250885550,1.04E+11,1.15E+11,1.12E+11,1.37E+11,1.33E+11,1.21E+11,1.47E+11,1.69E+11,1.76E+11,1.91E+11,2.01E+11,1.77E+11,1.88E+11,2.05E+11,2.08E+11,2.07E+11
OECD members,OED,2.73E+13,2.84E+13,3.18E+13,3.54E+13,3.75E+13,3.96E+13,4.33E+13,4.59E+13,4.29E+13,4.51E+13,4.85E+13,4.84E+13,4.91E+13,5.01E+13,4.73E+13,4.82E+13,5.03E+13,5.32E+13,5.37E+13
Oman,OMN,19452000476,20142756175,21633708220,24763713001,31081991725,37215779656,42085379489,60905452458,48388363516,56913065779,67872692582,76511059936,78555637365,80686854743,68399663322,65480507171,70598026283,79788768969,76331518669
Other small states,OSS,90837472119,98021489629,1.22E+11,1.51E+11,1.83E+11,2.15E+11,2.64E+11,3.23E+11,2.77E+11,3.22E+11,3.97E+11,4.14E+11,4.32E+11,4.47E+11,3.71E+11,3.66E+11,3.99E+11,4.42E+11,4.32E+11
Pakistan,PAK,79484403985,79904985385,91760542940,1.08E+11,1.20E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11,3.05E+11,3.15E+11,2.78E+11
Panama,PAN,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,66800800000
Peru,PER,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02E+11,1.21E+11,1.21E+11,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11,2.27E+11
Philippines,PHL,78921071499,84307369867,87039145965,95001994600,1.07E+11,1.28E+11,1.56E+11,1.81E+11,1.76E+11,2.08E+11,2.34E+11,2.62E+11,2.84E+11,2.97E+11,3.06E+11,3.19E+11,3.28E+11,3.47E+11,3.77E+11
Palau,PLW,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,295065400,286106800,280435700,268354919.4
Papua New Guinea,PNG,3081024212,2999511040,3536411824,3927157867,4865892972,8355006711,9545177005,11670840924,11619637816,14250755222,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,24109509856,24829107011
Poland,POL,1.91E+11,1.99E+11,2.18E+11,2.55E+11,3.06E+11,3.45E+11,4.29E+11,5.34E+11,4.40E+11,4.80E+11,5.28E+11,4.99E+11,5.21E+11,5.42E+11,4.78E+11,4.73E+11,5.27E+11,5.87E+11,5.96E+11
Pre-demographic dividend,PRE,2.41E+11,2.87E+11,3.27E+11,3.98E+11,4.97E+11,6.28E+11,7.59E+11,9.57E+11,8.68E+11,1.02E+12,1.18E+12,1.30E+12,1.43E+12,1.51E+12,1.34E+12,1.22E+12,1.27E+12,1.34E+12,1.40E+12
Puerto Rico,PRI,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.03E+11,1.01E+11,1.05E+11
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,
Portugal,PRT,1.21E+11,1.34E+11,1.65E+11,1.89E+11,1.97E+11,2.09E+11,2.40E+11,2.62E+11,2.44E+11,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11,2.06E+11,2.21E+11,2.42E+11,2.39E+11
Paraguay,PRY,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24578067861,22341754514,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40384691791,38145288940
West Bank and Gaza,PSE,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,
Pacific island small states,PSS,3418277942,3583557187,4193500486,4839105125,5361227056,5644071347,6234906114,6627662167,5935601178,6598673080,7737574651,8223336840,8544448804,9271534114,9049548346,9475857773,10212875641,10667782838,10634784073
Post-demographic dividend,PST,2.60E+13,2.72E+13,3.05E+13,3.38E+13,3.56E+13,3.75E+13,4.09E+13,4.33E+13,4.08E+13,4.25E+13,4.57E+13,4.56E+13,4.61E+13,4.70E+13,4.45E+13,4.55E+13,4.75E+13,5.03E+13,5.08E+13
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,
Qatar,QAT,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.61E+11,1.83E+11,1.76E+11
Romania,ROU,40394824679,46066101951,57806506024,74972669057,98452791983,1.22E+11,1.75E+11,2.14E+11,1.74E+11,1.66E+11,1.83E+11,1.71E+11,1.91E+11,2.00E+11,1.78E+11,1.88E+11,2.12E+11,2.41E+11,2.50E+11
Russian Federation,RUS,3.07E+11,3.45E+11,4.30E+11,5.91E+11,7.64E+11,9.90E+11,1.30E+12,1.66E+12,1.22E+12,1.52E+12,2.05E+12,2.21E+12,2.29E+12,2.06E+12,1.36E+12,1.28E+12,1.57E+12,1.67E+12,1.70E+12
Rwanda,RWA,1966668014,1965903268,2138244785,2376384754,2933282015,3319198500,4069636442,5179108956,5673410334,6124120673,6884889636,7655138385,7819538349,8246166341,8545441361,8697268916,9253098954,9635951160,10354417725
South Asia,SAS,6.46E+11,6.78E+11,7.91E+11,9.17E+11,1.05E+12,1.20E+12,1.50E+12,1.53E+12,1.68E+12,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.59E+12
Saudi Arabia,SAU,1.84E+11,1.90E+11,2.16E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.28E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.89E+11,7.87E+11,7.93E+11
Sudan,SDN,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,49957202646,58167563413,57060450038,52766746152,57730380600,64941713057,74294508240,51772232495,45021077955,33128480499,30513456085
Senegal,SEN,6174898370,6752510283,8683229268,10167441854,11022821632,11847848225,14285970085,16949789465,16248212852,16230887978,17902207622,17824398469,18965572150,19797254643,17774766636,19040312815,20996564752,23236007428,23578084052
Singapore,SGP,89794943350,92537752709,97645448284,1.15E+11,1.28E+11,1.49E+11,1.81E+11,1.94E+11,1.94E+11,2.40E+11,2.79E+11,2.95E+11,3.08E+11,3.15E+11,3.08E+11,3.19E+11,3.42E+11,3.73E+11,3.72E+11
Solomon Islands,SLB,424403183,356507823.6,352522682.2,397611126.7,476898763.6,538668769.3,620230005.2,699157191,735940409.7,846797693.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1593964162,1589913622
Sierra Leone,SLE,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794,4121733705
El Salvador,SLV,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18447920000,20283790000,21386140000,21990970000,22593480000,23438240000,24191440000,24979200000,26117400000,27022640000
San Marino,SMR,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881214371,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,
Somalia,SOM,,,,,,,,,,,,,3892402685,3963532309,4048860871,4198485404,4508845348,4720727278,4942319041
Serbia,SRB,12960538724,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51475016532
Sub-Saharan Africa (excluding high income),SSA,3.77E+11,4.11E+11,5.16E+11,6.42E+11,7.64E+11,9.08E+11,1.05E+12,1.21E+12,1.15E+12,1.37E+12,1.54E+12,1.62E+12,1.73E+12,1.79E+12,1.65E+12,1.53E+12,1.63E+12,1.71E+12,1.75E+12
South Sudan,SSD,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,
Sub-Saharan Africa,SSF,3.82E+11,4.17E+11,5.22E+11,6.49E+11,7.71E+11,9.16E+11,1.06E+12,1.22E+12,1.16E+12,1.38E+12,1.55E+12,1.64E+12,1.74E+12,1.81E+12,1.66E+12,1.54E+12,1.64E+12,1.72E+12,1.77E+12
Small states,SST,1.29E+11,1.39E+11,1.66E+11,2.00E+11,2.38E+11,2.77E+11,3.32E+11,4.00E+11,3.43E+11,3.94E+11,4.74E+11,4.95E+11,5.14E+11,5.31E+11,4.53E+11,4.45E+11,4.81E+11,5.28E+11,5.20E+11
Sao Tome and Principe,STP,75951210.69,85171308.17,102085583.5,114582561.6,136450274.7,142775597.3,149146423.1,188021190.6,187820464.6,196652166.3,231488665.2,250680453.1,300553785,346527949.8,316065369.9,345495358.4,375614556.4,412261829.6,418637389
Suriname,SUR,834279357.8,1093574468,1274190311,1484092538,1793388732,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3128953537,3216207914,3464656616,3697371950
Slovak Republic,SVK,30752150336,35130340674,46816589165,57332015148,62785305310,70708098106,86454081577,1.00E+11,89046289247,90310718349,99122802874,94534730681,98848641555,1.01E+11,88467555244,89655253976,95494424979,1.06E+11,1.05E+11
Slovenia,SVN,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48006372844,55552509155,50368056405,48161250405,51516366655,46580457470,48401896808,49930685013,43090173395,44736333522,48586603448,54161636035,54174227309
Sweden,SWE,2.42E+11,2.67E+11,3.34E+11,3.85E+11,3.92E+11,4.23E+11,4.91E+11,5.18E+11,4.37E+11,4.96E+11,5.74E+11,5.52E+11,5.87E+11,5.82E+11,5.05E+11,5.16E+11,5.41E+11,5.55E+11,5.31E+11
Eswatini,SWZ,1542477355,1432228173,2197612767,2770082822,3178126555,3291353806,3469363925,3294093364,3580417161,4438778547,4820499497,4886658806,4597702903,4422304975,4062660890,3816018485,4402973000,4665424249,4471598727
Sint Maarten (Dutch part),SXM,,,,,,,,,,,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,
Seychelles,SYC,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1060226126,1328157609,1343007845,1377495054,1426651769,1524486800,1586009000,1703387387
Syrian Arab Republic,SYR,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,,,,
Turks and Caicos Islands,TCA,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000
Chad,TCD,1710843361,1997005787,2742815195,4422855929,6649307057,7428701809,8650138069,10393834721,9290728773,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343
East Asia & Pacific (IDA & IBRD countries),TEA,1.84E+12,2.04E+12,2.31E+12,2.68E+12,3.10E+12,3.74E+12,4.73E+12,5.98E+12,6.48E+12,7.86E+12,9.60E+12,1.07E+13,1.18E+13,1.27E+13,1.33E+13,1.35E+13,1.48E+13,1.66E+13,1.71E+13
Europe & Central Asia (IDA & IBRD countries),TEC,9.09E+11,1.02E+12,1.26E+12,1.63E+12,2.04E+12,2.46E+12,3.17E+12,3.92E+12,3.11E+12,3.65E+12,4.43E+12,4.63E+12,4.91E+12,4.64E+12,3.62E+12,3.49E+12,3.91E+12,4.08E+12,4.16E+12
Togo,TGO,1481141850,1698678686,2111093198,2255942249,2280575830,2349495621,2659095101,3310277927,3365711796,3429461495,3872459250,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975,5364369026,5490272413
Thailand,THA,1.20E+11,1.34E+11,1.52E+11,1.73E+11,1.89E+11,2.22E+11,2.63E+11,2.91E+11,2.82E+11,3.41E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.13E+11,4.56E+11,5.07E+11,5.44E+11
Tajikistan,TJK,1080768907,1221120799,1555301496,2076182461,2312327536,2830220713,3719506173,5161337336,4979481980,5642178580,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810,8116626794
Turkmenistan,TKM,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2.12E+12,1.88E+12,1.92E+12,2.23E+12,2.71E+12,3.19E+12,3.77E+12,4.41E+12,4.13E+12,5.16E+12,5.89E+12,5.94E+12,6.09E+12,6.21E+12,5.30E+12,5.16E+12,5.76E+12,5.58E+12,5.49E+12
Timor-Leste,TLS,477457500,469461100,490400300,440732900,462261800,453796000,542795300,648492700,726881600,881826900,1054725400,1147779600,1395524600,1447311400,1594410800,1650608600,1599338100,1559894900,2017924900
Middle East & North Africa (IDA & IBRD countries),TMN,4.62E+11,4.47E+11,5.05E+11,5.89E+11,6.94E+11,8.07E+11,9.97E+11,1.24E+12,1.19E+12,1.38E+12,1.56E+12,1.72E+12,1.61E+12,1.59E+12,1.43E+12,1.44E+12,1.42E+12,1.50E+12,
